"","O2_UC1_0","O2_UC1_2","O2_UC11_0","O2_UC11_2","O2_UC12_0","O2_UC12_2","O2_UC13_0","O2_UC13_2","O2_UC14_0","O2_UC14_2","O2_UC16_0","O2_UC16_2","O2_UC17_0","O2_UC17_2","O2_UC18_0","O2_UC18_2","O2_UC19_0","O2_UC19_2","O2_UC2_0","O2_UC2_2","O2_UC20_0","O2_UC20_2","O2_UC21_0","O2_UC21_2","O2_UC22_0","O2_UC22_2","O2_UC23_0","O2_UC23_2","O2_UC24_0","O2_UC24_2","O2_UC26_0","O2_UC26_2","O2_UC27_0","O2_UC27_2","O2_UC29_0","O2_UC29_2","O2_UC3_0","O2_UC3_2","O2_UC30_0","O2_UC30_2","O2_UC31_0","O2_UC31_2","O2_UC32_0","O2_UC32_2","O2_UC34_0","O2_UC34_2","O2_UC35_0","O2_UC35_2","O2_UC36_2","O2_UC37_0","O2_UC37_2","O2_UC38_0","O2_UC38_2","O2_UC4_0","O2_UC4_2","O2_UC40_0","O2_UC40_2","O2_UC41_0","O2_UC41_2","O2_UC43_0","O2_UC43_2","O2_UC44_0","O2_UC44_2","O2_UC46_0","O2_UC46_2","O2_UC47_0","O2_UC47_2","O2_UC48_0","O2_UC48_2","O2_UC5_0","O2_UC5_2","O2_UC9_0","O2_UC9_2","V1_CD1_0","V1_CD10_0","V1_CD12_0","V1_CD15_0","V1_CD15_3","V1_CD17_0","V1_CD17_4","V1_CD18_0","V1_CD18_3","V1_CD20_4","V1_CD21_0","V1_CD21_4","V1_CD25_0","V1_CD25_4","V1_CD35_0","V1_CD35_1","V1_CD41_0","V1_CD6_0","V1_CD6_4","V1_CD7_0","V1_CD7_4","V1_UC1_0","V1_UC10_0","V1_UC10_2","V1_UC11_0","V1_UC11_5","V1_UC12_0","V1_UC12_4","V1_UC13_0","V1_UC13_3","V1_UC14_0","V1_UC14_1","V1_UC15_0","V1_UC15_3","V1_UC17_0","V1_UC17_2","V1_UC2_0","V1_UC2_4","V1_UC21_0","V1_UC21_4","V1_UC23_0","V1_UC23_1","V1_UC25_0","V1_UC25_1","V1_UC26_0","V1_UC26_4","V1_UC3_0","V1_UC3_2","V1_UC31_0","V1_UC31_4","V1_UC35_0","V1_UC35_4","V1_UC38_0","V1_UC39_0","V1_UC4_0","V1_UC4_5","V1_UC40_0","V1_UC45_0","V1_UC47_0","V1_UC49_0","V1_UC49_1","V1_UC5_0","V1_UC5_3","V1_UC50_1","V1_UC51_0","V1_UC51_4","V1_UC52_0","V1_UC52_1","V1_UC53_0","V1_UC53_4","V1_UC54_0","V1_UC55_0","V1_UC55_4","V1_UC56_0","V1_UC58_0"
"Phocaeicola coprocola",0,0,3.44228,3.61276,0,0,2.87495,1.79824,0.36902,0.04871,0,0,0.30061,0.33967,0.84703,2.91438,0,0,0.06662,2.74752,0,0,0,0,0,0,0.77894,7.83871,0.15986,0.17488,0,0,0,0,0,0,0,0.98951,0.18044,3.15935,0.00091,0.00077,7.61209,8.58888,0,0,0,0,0,0,0,0,0,0,0,0.85809,0.36647,0,0,0,0,1.68626,0.93165,2.41733,2.73515,2.14188,0.31474,1.52011,2.16829,6.36518,4.0503,1.12787,1.87775,0,0,0,7.99654,8.90218,0,0,0,0,0.00013,0,0,0,0.00094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3541,0,0,0,0,0,6.70265,5.53542,2.62822,1.76567,5.53808,7.09405,1.14365,0,0.47332,0.10539,1.71965,1.60554,0,0,0,0,1.01539,1.07815,0,0,0,0,0,0.3995,0,0,0,0,0,0,0,0,0,0,1.3568,0.24369,0.5052,0,0
"Coprococcus comes",13.88834,10.01512,0.5125,2.54937,3.66576,3.87816,0.99944,1.56135,1.24054,1.98253,0.39573,1.16925,0.11161,5.47829,0.90954,1.80913,0,0,1.76597,1.99822,3.09986,2.37553,0.42538,1.16639,1.63447,2.79344,0.9255,3.9247,0.82333,1.35371,0,0,0.81846,0.70491,3.04158,2.85678,2.2589,1.60286,10.33248,0.67043,1.21495,1.39626,2.2836,3.09471,0.20611,0.08804,1.05085,0.65412,1.42955,0,0,0,0,0,0.23561,0.85272,0.93002,0.63007,0.59789,0.81442,0.23729,0.80412,2.0391,1.15795,1.36218,0.82651,1.46489,2.22965,2.72158,0.77511,1.21936,2.96666,1.44293,0.55281,0.00243,0,0,0.04221,4.3133,3.3894,4.02092,0.93796,0.31593,0,0,0.30368,0.48377,0.01658,4.19148,0.85697,0.01433,0,5.48412,4.45448,0,0.43131,0.76161,0,0,6.38344,1.46457,0,0,2.14826,0.00095,1.56592,2.70861,0.29938,1.19988,1.57148,1.52774,0.13206,1.01509,1.43641,2.52187,6.27234,1.22206,1.98031,0.11346,2.05946,1.07756,1.47315,2.93497,0.16825,0.04776,0.92506,5.66348,0.33315,1.41009,3.20807,2.83148,4.72958,1.06452,0,1.16312,2.05128,1.15865,0.00231,0.24432,0.77892,0.60269,0.86945,0.20507,1.53703,3.82902,1.39269,0.08416,1.84364
"Bacteroides caccae",2.50508,1.13143,0.01907,0.13419,0.76523,0.5224,0.00974,0.04057,1.41649,1.35816,0,0.0512,0.37962,0.60927,2.00968,0.29877,0,0,0.24383,2.029,0,0,0.24467,1.42429,1.56123,2.26153,0,0.02164,0.35232,0.28792,5.57319,1.04852,0,0,1.0783,0.71825,0.76317,1.46904,0.02858,0.84699,1.00509,0.34351,0.52373,0.35068,0.7908,0,0.22154,0.11827,1.67773,0,0,0.41962,0.46511,0,0,0.8904,0.35485,1.31303,2.33663,0,0,2.43722,1.4309,2.79358,4.26737,3.29479,5.96753,1.09997,3.26533,0,0,0.8035,1.53638,1.72214,0,0,0,0.01936,0.62228,0.28524,0,0,5.22498,0,0,0.64917,0.31128,0,0,0.91163,0,1.23029,5.07925,0.22212,1.69424,0.72775,0.32937,1.76719,2.99614,0.19016,0.03464,4.62922,1.41774,0,1.00899,0,0.00383,2.13748,2.92075,3.43573,1.69932,1.63613,3.5381,1.93691,0.56953,0,0.81651,3.90947,0.59492,0.0631,0.15167,1.32617,0.97907,3.20536,6.5847,0.73328,0.82974,1.90722,2.77914,1.57968,0.48909,0.22158,1.21936,0,3.25636,0.55221,0,0,0.25778,0.80521,2.04777,0,0,2.48816,0.3116,0.45176,0,1.63014
"Parabacteroides merdae",0.4514,0.48196,0.05185,0.34155,0.64465,0.15993,0.0944,0.33099,2.32101,1.32908,0.34395,0.35614,0.78254,1.03482,3.4034,2.78543,1.61509,0.2734,0.03912,0.48843,0,0,0.61071,1.53987,2.78688,4.95253,0.5478,0.46505,0.12333,0.41972,0,0,0,0,0.9124,0.76099,3.29557,1.23505,0.60143,2.58967,2.74358,3.16201,1.12574,1.35244,0,0,2.17745,1.23468,3.41237,0,0,0.06865,0.07511,0,0,0.17801,0.64739,0,0,0.14346,0.098,0.44605,0.33225,0.66431,1.08306,2.92504,1.217,0.40511,1.03053,0,0,0.75455,0.78181,0,0.03418,0,0,0,0.3116,0.46376,0,0,1.52134,0,0,0,0,0,0,0.41095,1.85312,0.72342,1.57788,2.16767,0,2.99796,1.85188,3.5259,4.40866,1.63156,0.42704,3.91635,1.83678,0.43574,0,0,0,0.50178,0.39141,3.04217,0.49627,0,0,0.47743,0.10933,0,0,0,0,0,0,1.08361,1.0949,0,0,0.1176,1.44209,1.62289,1.94204,0,0.41918,0.47848,0.80207,0.00125,0,0.01007,1.44299,0,0,0,0,0.12904,0.12784,0.55022,0.07357,0.51602,0,5.59158
"Eubacterium sp. CAG:38",0,0,0,0,0,0.02473,0.0661,0.14084,0.29222,0.04956,0.29914,0,0.00292,0,0.12918,0.56231,0,0.26083,0.62964,0.03001,0.07883,0.16493,1.84981,0.87369,0,0,0,0.28586,0,0,0,0,3.65808,0.10926,0.10254,0.10424,0.03693,0.76358,1.06815,2.74634,0.00777,0.09679,0.12408,0.06879,0.20868,0.00679,0.05288,0.13114,0,0.00085,0.24489,0.25714,0.27731,1.38251,2.40288,0.14704,0.74526,0.19875,0.19216,0,0.01967,0.03325,0,0,0,0.01378,0,0.04086,0,2.77348,0.35052,3.30541,3.55667,0,0,0,1.23397,0.4223,0,0,0,0,0.17525,0,0,0,0,0.22937,0,10.72306,0,0,0,0,0.01348,0.30661,0.16542,0,0,0,0.16818,0,0,0,0,2.34157,0,0,0,0.13604,0,0,0,0.04038,0,0,0.03848,0,0,0.20656,0,0,0,0.50701,0.02725,0,0.00051,0,0,0,0.19228,0.31861,0.18563,2.75888,0.64427,0.06778,0.0541,0.08588,0.32712,0.15217,0.098,0,0.28793,0,0.07119,0.90129,0,0.11686
"Barnesiella intestinihominis",0.82043,0.66559,0.0428,0.15859,0.04364,0.24344,1.00877,1.10249,0.1682,0.62204,0,0.11462,1.01522,1.03924,0.10828,0.1312,0,0,0,0,1.48762,4.11867,0.17316,0.86902,4.62089,2.65645,4.75027,2.61981,0.06102,0.41054,0,0,0,3.08007,3.41938,2.32664,1.65696,1.6995,0.82741,4.28336,0.2829,0.15972,0.91949,1.39704,0.53742,0,2.64871,1.37262,2.7302,0,0,1.00394,1.1712,0,0.29887,0.30976,0.3766,0.25191,5.29439,0.16483,0.00572,0.81984,0.00966,0.52747,0.794,1.92578,3.15352,1.07705,3.65434,1.48401,0.49237,0.89711,1.81065,0.90845,0,0,0,0,0.45687,1.20471,0,5.53456,0.52423,0,0,1.70701,4.21621,0,0,0.2848,2.83739,2.73904,1.0504,0.53149,5.25463,0,3.24353,0,0,1.43197,0.41045,3.51048,1.46387,1.50875,0,5.25608,2.99061,1.53046,0.84985,3.84121,1.9988,1.13228,2.86663,0.63368,0.69011,0.37365,3.19731,4.19831,2.22584,0.13163,0.04738,2.1549,3.16626,2.33369,3.63099,0,1.99372,0.09946,0.26371,0.93376,0.64565,0.33909,0.51314,0,3.24963,1.73506,3.22479,0.78146,2.98797,0.25598,5.10555,0.14215,0.01637,0.46885,0.26585,0.10545,0,0.3068
"Bifidobacterium adolescentis",0,0.14566,0.40018,4.21598,0.57638,0.11721,0.0221,1.8168,0,0.42783,0.06259,0.43979,0,0.13074,0.25234,3.2904,0,0.78513,0.87566,2.55904,0.49575,4.72488,0.08583,1.70501,0.09183,2.77886,0,0.06555,0.16722,0.74502,0,0,1.49079,2.42924,0.5361,0.88254,3.2905,6.25121,0,0,1.36233,2.40811,2.1503,1.03079,0.72308,0,0.5144,0.21634,0,0.38339,1.72938,0,0,0,0.28517,0.10459,0.22986,0,0,0.00424,0,0.09784,2.07877,0,0,0.64707,4.49153,0,0,1.87536,0.6408,0.15239,2.51939,0.00842,0.01419,0,0.53892,2.51781,0,0,0,0,0.44988,0,0,0,0,0.00092,0,0.46417,0,0,0,0,0.32491,0,0.31813,0.89185,2.76513,3.3297,3.96223,0,0,1.16243,0,1.19837,2.41101,0,0,0.71104,0.65342,0.00991,1.66854,0.32825,1.02802,0.00379,0,6.30711,9.20846,2.73051,0.35974,1.07992,1.8332,0,0.00124,0,1.84668,0,0.00428,0,0.1915,0.29946,2.59952,0,0.01988,1.26587,0.57223,0.57214,0.05182,0.1135,0,0.02502,0.12051,0,0,0.60432,2.05073,1.21641
"Firmicutes bacterium CAG:95",0.61693,0.76938,0,0,0.42723,1.09192,0,0,0,0.15444,0,0.00649,0,0,0,0,0,0,0.0281,0.03134,0,0,0,0,0,0,0,0.00108,0.01158,0.0661,0,0,0,0,0.27763,0.2157,0,0,0,0,0.00447,0,0.00442,0.01038,0,0,0.00176,0,0,0,0,0,0,0.04063,0.06585,0.01583,0.24455,0.01995,0.01452,0,0,0.0363,0,0,0,0.01755,0.00798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02673,0,0,0.00667,0.00051,0,0,0.05241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05345,0,0,0,0,0,0.00296,0,0,0,0,0,0.08493,0,0.02995,0.46277,0,0,0,0,0,0.01017,0.02427,0,0,0,0,0,0,0.03765
"Roseburia inulinivorans",1.75354,4.92842,1.78194,0.24912,0.69755,0.53621,0.51246,0.08316,0.54148,1.38527,0.48951,0.1684,1.02336,0.61163,0.9604,1.05891,0,0.00967,2.69993,2.23226,0.61271,0.11593,1.9565,0.59121,1.28106,0.56889,0,0.37294,0.60615,0.05399,0,0,4.44806,1.78712,0.15333,0.08604,0.25593,0.49562,1.47876,0.93565,0.70886,1.40315,0.38874,0.27118,0.2117,1.03293,2.60258,0.28869,0.59096,1.14589,0.93888,0,0.00033,0,0.11785,1.3077,3.36554,1.71111,0.13736,3.74486,2.87458,1.17831,0.27658,0.57447,0.36706,0.1357,0.22511,0.11372,0.59345,1.6355,17.6056,0.68739,0.64466,0,0,0,0,0,0,0,0,0.32354,0.20735,0,0,0,0,0,0.11864,0.76477,0,0.06691,0,0,0.08596,0.12972,0.29003,0,0,0.41218,0.41138,0,0.00385,1.05728,0,0.50655,2.29328,0,0.00204,0.41366,0.1515,2.849,2.20902,1.83507,1.88679,4.63934,0.14226,0,0.03128,2.21585,4.71489,0.6218,2.42218,1.69838,0.48169,0.04796,0.05536,1.02713,1.59006,0.10291,0.0309,0.37332,0.29352,0.60972,0.43572,0.06354,0.02463,0.915,1.22915,1.39244,0.13636,3.18688,0.64198,0.58479,0.1214,0.68765,1.73501,0.80489
"Parabacteroides distasonis",0.16312,0.24357,0,0.0106,1.03006,0.7712,0.49487,3.62738,1.11905,1.26755,0,0.25466,0.68441,1.54691,1.20385,0.52685,0,0.52394,0.11382,2.32346,1.36232,0.94062,0.27207,0.55381,1.87676,1.10721,0.06469,0.13134,0.01323,0.06067,2.70118,3.95333,2.73067,3.04143,0.76015,0.56646,0.48874,0.37934,0.05167,1.04659,0.69434,1.35631,0.65572,0.96318,0.68816,0,0.78382,0.27341,0.82655,2.90548,0.56393,0.511,0.54995,1.39256,1.49876,1.13514,1.14468,1.28963,0.8522,0.88376,0.1343,0.45225,0.40059,1.28259,1.08478,2.56924,1.51866,0.08799,1.04716,1.45753,1.27412,0.7446,0.4908,2.65463,0.11581,0,5.59009,2.94092,2.44737,2.34932,1e-04,0,2.56341,0,0,1.30472,0.95788,0.00239,0,1.06158,0.85897,0.79862,2.53667,3.15318,3.15508,2.35076,0.98283,1.90575,4.03296,0.16759,0.04172,0,0,1.38659,0.05185,7.1581,3.29347,0.99011,1.72103,2.87108,1.10853,0.29204,0.19465,0.81137,0.6007,0.41029,1.52348,0.01956,0.1222,0,0.20071,3.61135,5.69046,1.28126,0.813,1.54532,0.26033,0.92505,1.33308,0.85156,0.29296,0.79686,2.74599,2.28667,2.51713,0.19748,1.66399,2.24531,1.08195,1.23732,0.82275,0.8414,0.14449,0.81681,0.0456,0.9094,0.17534,0.85064
"Collinsella aerofaciens",0,1.18101,0.15544,1.64025,1.21662,1.30272,0,0.56248,0.00654,1.1758,0,0.51291,0.00682,0.99184,0.06173,0.42966,0,0.00396,0.14785,0.73035,0.37838,0.81143,0.07502,1.69641,0.04432,0.90149,0.7361,0.65859,0.14726,2.7084,0.95032,0.33877,0,0,0.02398,0.09074,2.28893,2.10156,4.93253,2.20573,0.63426,1.18198,2.40636,2.01326,0.1001,0.21111,0.16594,0.08687,0.69627,0.00163,0.00536,0.41481,0.25128,0,0.25225,0.3631,0.44303,0.16597,0.35389,1.12851,0.48981,0.30934,0.79773,0.51444,0.97915,1.19264,2.80797,0.00323,0.12585,1.25778,1.31605,1.04651,0.81221,0,0.01199,0,0,0,0,0,0,0,0.31445,0,0,0,0,0.00035,0,0.66154,0,1.45494,0.42397,0,0.82204,0.12758,0.53262,0.84216,1.25809,4.86062,5.44101,0.0032,0.00467,0.06442,0.00039,0.29407,1.33931,0,2.1909,0.55188,1.16654,0.0194,0.66075,0.68591,0.949,1.5223,0.00095,4.59061,0.78834,0.7054,0.85966,1.32024,1.89142,0.00105,0.0016,2.17832,2.06389,0.4277,1.58556,0.77104,0.96264,0.31532,1.98462,0,0.29832,3.33639,1.70211,0.02072,0.16972,0.32224,0.53028,1.91552,0.44885,1.03138,0.04301,0.98712,0.41789,1.25414
"[Ruminococcus] lactaris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11661,1.37572,0,0.60765,1.93683,0,0,0.00276,0.11614,0,0,0.33676,1.19744,0,0,0,0,0.1156,0.08833,0.79526,0.73145,0,0.02092,0.3073,0.12487,0,1.10683,0,0,0,0,1.52609,0.66954,0.399,0.82698,2.07678,0.93606,0.70403,0.89038,0.29647,0.32828,0.09358,0,0.80923,0,0,1.23891,0.18835,0,0.10093,0.35949,0.06979,0.15614,0.99395,0.0578,0.36218,1.47846,0.53551,0,0,0,0,0,0,0,0,2.78885,0,0,0,0,0,0,0,0,0,0.42619,0,0.88009,0,1.7733,1.33384,0,0,7.057,2.28318,0.58397,2.43996,0.08398,0,0,0,0,0,0,0,0,0,0.70272,1.00689,0,0,0.36808,0.11583,0,0,0,0,0,0.01625,0.00124,0.00338,0,0,1.94213,0,1.10191,0,0,0.96823,0.41713,0.53754,1.15301,1.43743,0.21892,0.86852,0,0,0,0.09961,0.40216,0.36871,0
"Roseburia hominis",0.36104,0.0548,0,0,0.00103,0.79666,0,0.20414,0.0542,0.01079,0,0.52564,0.09756,0.00015,0.38319,0.06453,0,0.06754,0.33674,0.44742,0.30434,0.19392,0.02888,0.03107,0,0.01219,0.00767,0.3913,0.02992,0.05413,0,0,0.23034,0.27742,0.20175,0.23431,0.09305,0.20284,0.15065,0.05908,0.20902,0.01663,0.91937,0.25482,0.14217,0.01885,0.70422,0.19427,0.6061,0.47222,0.08418,0.01865,0.01392,0,0.06161,0.04153,0.11582,0.83818,0.43052,0.0101,0.00116,0.05981,0.0689,0,0,0.10476,0,0.26711,0.03339,0.54729,0.09381,0.41925,0.86572,0,0,0,0,0,0.05694,0,0,0.15222,0.07964,0,0,0,0,0,0,0.17449,0,1.52887,0,0,0.00085,0.29042,0.10757,0,0,0.93487,0.13977,0,0.50408,0,0.01992,0.48036,1.49089,0.0742,0.07332,0.51262,0.9107,0.02355,0.73143,0,0.05014,0,0,0.08945,0.49511,0.00133,0,0.00191,0.03671,0,0,0.09142,0.76591,0.16169,0.47892,0.17049,0,0.16301,0.92325,1.59769,0.0854,0.08217,0.01508,0.6742,0.44997,0.75375,0.25088,0.01271,0.05576,0,0.50189,0.52201,0.01179,0.00478
"Dorea longicatena",3.21462,3.78976,0,0.01534,2.15665,1.04813,0.78814,0.69438,0.54022,2.7657,1.1859,0.49933,0.21135,2.65794,0.76277,1.41952,0,0,1.1387,0.66739,1.0381,0.93321,0.86555,2.24068,0.45518,1.00214,0.94676,2.54249,0.88439,1.25262,0.59716,0.10076,1.09405,0.68701,7.03743,6.96346,2.01065,1.59277,4.12687,2.24512,1.10875,0.71823,4.32924,5.52434,0.21108,1.57149,1.16811,0.79413,0.69442,0.36664,3.49979,0.56497,0.42626,1.3827,1.8225,1.19999,1.22441,0.63682,0.6949,1.14404,0.4568,0.68881,1.00975,1.21238,1.08171,0.50359,0.40345,2.29723,1.65614,1.60456,1.27893,1.93269,0.61064,0.36059,0.01253,1.88805,0,0,4.3216,1.44065,2.17497,2.97641,1.67267,0,0,0,0,0.01521,2.01428,2.14354,0.78854,0.68753,0.00491,0,2.26864,0.9994,1.22454,0,0.00124,3.99412,1.21716,0,0,0.10745,0.01435,0.66424,0.84965,0.45636,0.09887,0.9909,0.02922,0.06607,0.18227,2.04149,3.86045,8.14301,0.02013,3.17114,0.21752,0.67935,0.54336,1.94838,0.85213,0.32792,0.21666,2.59376,2.33254,1.23512,2.71541,1.84993,0,1.55387,0.83804,0.56897,1.02526,3.67552,0.00265,0.41087,0.58414,0.78193,0.75118,1.5188,0.49379,1.48257,2.79511,0.84143,0.16212,1.14719
"Ruminococcus bicirculans",0,0,0,0,0,0,0.61314,0.024,0.42794,1.32747,0,0.47531,0,0,0.43959,0.74676,0,0.61996,5.55315,0.17384,0.36783,1.31594,6.44889,1.7999,4.41803,3.94887,0,2.64523,0.9293,0.00569,0,0,0.37392,0.32374,0.22706,0.2278,2.85806,0.04375,1.38228,2.19423,0.53007,0.06665,0.3545,0.7983,1.31357,0.52947,0.00998,0,0.33453,0.44227,1.70516,0,0,0,0,0.10213,0.07665,0.50727,0.00068,0,0,0.17742,0.15258,0,0,2.0896,0.19992,14.57293,0,0,0,4.68286,2.05635,0,0.04185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10828,0,0.6801,0,0,0.34504,0.27378,0.1719,0,0,0.99272,0.88092,0,1.25236,0,0.63819,0.73493,0.86667,0,0,0.76452,0.68553,0.03987,0.32556,0,0.53918,0,0.09837,5.80294,0,0,0,0,0,1.21843,2.92051,0,0,0,0,0.04174,3.75329,2.58138,0.4292,0,0,4.45303,0.68502,0.40228,0.19122,0.58204,0.00728,0,0,0.00392,17.21279,2.67545,0,0.81119
"Oscillibacter sp. 57_20",0.10902,0.3823,0,0,1.18659,2.05117,0.09047,0.30703,0.00232,0.02175,0,0.35948,0,0.20794,0.85406,2.60879,0,0,0.03188,0.32221,0.10813,0.02455,0,0.07467,0,0,0.09343,0.08602,0,0.00033,0,0,0,0,0.23609,0.27262,0.52499,0.22504,0,0.00026,0.32505,0.38127,0,0,0.15111,0,0.19475,0.15181,0,0.0863,0.03398,0,0,0,0,0.29291,0.30723,0.29112,0.38769,0.47999,0.09086,0.52728,1.43457,0,0,0.49021,0.22523,0,0,0,0.0523,0.22024,0.19303,0,0,0,0,0,0,0,0,0.01632,0.05755,0,0,0,0,0,0,0,0.10852,0.69914,0,0,0,0,0,0,0,0,0.04824,0,0,0,0,0,0,0,0,1.2075,1.00817,0.06195,0.6833,0,0,0,0,0,0,0.01964,0.08849,0,0,0,0,0,0,0,0.26231,0,0,0.57815,0.00666,0,0.34637,0.64524,0,0.17307,0.29113,0.33941,0.48604,0.71184,0.21523,0,0,0,0,0.56959
"Odoribacter splanchnicus",1.31106,0.94532,0,0.04553,1.17995,0.49087,0.70864,0.98635,1.0315,4.30944,0.03452,0.3258,0.16901,0.18292,0.17695,0.23368,0,0,0.16717,2.11761,0.69045,1.47064,0.16776,0.54779,0.6602,0.36194,0.48161,0.97168,0.15748,0.53751,0,0,0.76852,0.36833,0.94947,0.57717,0.53439,0.61167,0.06144,0.91796,0.52251,0.10253,0.492,0.51032,0.26061,0,0.62684,0.33856,0,0,0,0.64298,0.64484,0.06287,0.33886,0.41979,0.41133,0.63405,1.33065,0.0694,0.01572,0.74533,0.32718,1.33319,0.68817,0.69176,0.62888,0.21211,3.15262,1.34816,0.47684,0.21185,0.38198,0.61974,0,0,0,1.21034,0.13067,0.31096,0,0,0.14573,0,0.95039,0.53563,0.42643,0.00222,0.10324,0.08702,0.64109,0.98087,0.58437,0.1701,2.27094,0.41851,0.55338,0,0,0.06361,0.26308,1.14594,0.22722,0.03056,0.04016,1.4301,0.53336,0.79266,1.0364,0.47598,0.16231,0.54006,0.52433,0.29726,0.44769,0.00366,0.51093,0.63503,1.61593,0,0,0.26018,0.16131,0.5515,1.2976,0.23151,0.53884,0.82925,0.577,0.32635,0.2545,0.09341,1.26047,2.09092,1.80384,0.16807,0.98563,0.24627,1.03029,0.37006,1.23099,0.07482,0.11506,0.51308,0.04694,0.79525,0,0.28421
"Haemophilus parainfluenzae",0,0.01223,0.10608,0.08857,0,0.00307,0,0,0,0.01029,0,0.06659,0,0.00578,0,0,0,0,0.00215,0.23361,0.01881,0.00094,0,0.00067,0,0,0,0.24253,0,0,0,0,0.0609,0.02488,0,0,0,0.00671,0.06033,0.01245,0,0,0,0,0.06348,0.06154,0.0178,0.00618,0,0.00072,0.01102,0,0.00065,0.04901,0.21703,0,0,0.02907,0,0,0.05273,0.00293,0.07083,0,0.00623,0,0,0,0,0,0.09635,0.02691,0.03484,0,0.00299,0.23478,0,0,0,0,0.04147,0,0,0.01105,0,0,0,0,0,0.14358,0,0,0,0,0,0.02129,0.05939,0,0,0,0.00668,0,0,0,0,0,0.01515,0,0,0,0,0.94423,0.00175,0.00514,0.00723,0.38524,0,0,0.00772,1.36722,5.02842,0.01254,0.05381,0.00158,0.00164,0.06154,0.0806,0,0,0.04571,0,0,0,0,0.01091,0,0.00185,0.00709,0.0193,0.03629,0.00815,0,0.02455,0,0,0,0.00418,0
"Bacteroides thetaiotaomicron",0.37769,0.18898,0,0,0.02009,0.0814,0,0,0.27724,0.18248,0,0.02876,0.9323,3.07469,0.39526,0.03591,1.79489,4.01638,0.22004,2.30151,0.23754,0.19292,0.36645,0.12704,1.78062,1.09009,1.4882,0.28658,0.00455,0.02708,0.66589,1.92168,0,0,0,0,0.22534,0.27531,0,0,0.33526,0.01376,0.33914,0.23209,0.03912,0,0,0,0.22521,0,0,0.33371,0.37258,0,0,0.25699,0.32668,0.15587,0.37944,0.34668,0.1341,0.02611,0,0,0.01091,0.03864,0.27728,0.00326,0.26006,1.37001,0.37477,0.61819,0.5474,0.25137,0,10.08934,5.59814,1.7999,1.04808,1.15633,0,0,0.62722,0.00029,0,3.04695,2.49362,0,0,0,1.17021,0.88414,0.54798,0.2392,0.40884,0.44723,0.00936,0.9977,2.32136,0,0,1.58382,0.69025,0,0.01569,0,0,0.36536,0.34461,1.11685,0.72722,0.29947,1.10421,0.3728,0.33977,0,5.45076,0,0,0,0.06832,0,0,1.88753,1.27836,0.55794,0.45263,0.17867,0.97399,0.13473,0.10365,0.5353,0.56237,1.92167,0.07151,0.00827,0.6478,0,0.02327,0.09789,0.33975,0.30868,0.26759,0,0.00074,0.00033,0,0.53318
"Methanobrevibacter smithii",5.4489,3.63084,0,0,3.33349,1.73104,0.82695,1.69571,2.19164,6.36033,0,0.32411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36671,3.63884,0,0,0,0,7.05511,10.97913,0,0,0,0,0.75624,2.4235,0,0.00939,0,0,0,0.12337,0,0,0,0,0,0,0,1.33299,2.09072,0.32879,5.39736,0,0,0.49162,0.42868,0,0,8.4375,13.34823,0,0.00813,0,0,0,0,0,0.01709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02962,0,0,0.61264,3.67953,0,0,0,0,0,0,0.7939,0.00018,0,0.00207,0.0969,8.60369,0,0,0,0,0,0,0,0,0,5.12483,0,0,0,0,0,0,0,0,0,0,0,2.48058,0,0.22412,1.03143,0,0,13.38118,0,0.15196,0.67854,6.77244,0.00745,0,0,0,0,0,0
"Bacteroides fragilis",0,0,0.02601,0.60539,0.26035,0.00143,0,0,0,0,0,0,0,0,0,0,2.61236,0,0.04154,0.59884,0,0.06399,0.09611,0.51799,1.36351,1.18669,0.87219,0.00832,0,0,2.34559,3.78222,0,0,0,0,0,0,0,0,0,0,0,0,0.07786,2.67382,0,0,0.0172,0,0,0,0,0.53911,0.08941,0,0,0,0,0,0,0,0.00898,0,0,0,0,0,0,0,0,0.00756,0,0,1.2004,0,0,0,0,0.0036,0,0.00089,0,10.49942,5.07521,0.18486,0.17029,0,0,0.02803,0,3.21975,0.43999,0.00041,1.21761,0.77893,0.08823,0.27938,0.06216,0,0,5.38347,0.10361,0,0,15.98941,2.34611,3.57061,2.4878,0.10865,0.41014,0,0,0.07069,0,0,0.95685,0,3.49983,0,0,0.48818,0.25133,1.24771,0.93835,0.00741,0.00594,0,0.13155,0.49268,0.28095,0.0217,0.01123,0.04524,0.16706,0.02173,0,0,0,0,0,0,0,0,0,0,0.00833,0.07197
